sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
0274,扶輪親恩公園,34,17,內湖區,20200927193438,25.066997,121.579833,民權東路六段13之15號對面人行道(民權大橋)(鄰近華生水水體驗館),Neihu Dist.,Rotary Park,"No.13-15, Sec. 6, Minquan E. Rd.",17,1
0275,西本願寺廣場,58,39,萬華區,20200927193426,25.040988,121.507688,中華路一段/長沙街二段路口西南側人行道(西本願寺)(鄰近國軍歷史文物館/中山堂/西門紅樓),Wanhua Dist.,Nishi Honganji Square,"Sec. 1, Zhonghua Rd./Sec. 2, Changsha St. intersection(Southwest)",19,1
0276,三興公園,38,21,信義區,20200927193432,25.028679,121.559320,吳興街118巷35弄28號前方(三興公園),Xinyi Dist.,Sanxing Park,"No.28, Aly. 35, Ln. 118, Wuxing St.",17,1
0277,中山堂,32,15,中正區,20200927193424,25.044091,121.510250,延平南路/武昌街一段東南角人行道(延平武昌街口)(鄰近中山堂/西門町),Zhongzheng Dist.,Zhongshan Hall,"Yanping S. Rd./Sec. 1, Wuchang St. intersection(southeast)",17,1
0278,明美公園,32,7,內湖區,20200927193444,25.062557,121.586065,石潭路/南京東路六段451巷口西南人行道綠帶(明美公園),Neihu Dist.,MingMei Park,"Shitan Rd./Ln. 451, Sec. 6, Nanjing E. Rd. intersection(southwest)",25,1
0279,南港車站(興華路),48,25,南港區,20200927193427,25.053432,121.606331,市民大道八段/興華路口西北側人行道(鄰近南港高鐵站),Nangang Dist.,Nangang Rail Sta.(Xinhua Rd.),"Sec. 8, Civic Blvd./Xinghua Rd. intersection",22,1
0280,士林新天地,28,16,士林區,20200927193427,25.089034,121.517320,大南路325號前方人行道,Shilin Dist.,Shilin New Village,"No.325, Danan Rd.",11,1
0281,松江公園,32,17,中山區,20200927193424,25.050245,121.532725,松江路/松江路84巷(西北側路側)(鄰近樹火紀念紙博物館),Zhongshan Dist.,Songjiang Park,"Songjiang Rd./Ln. 84, Songjiang Rd. intersecton",15,1
0282,富台公園,30,20,信義區,20200927193442,25.041935,121.571999,松信路209號前人行道,Xinyi Dist.,Futai Park,"No.209, Songxin Rd.",10,1
0283,中央北路四段540巷口,32,21,北投區,20200927193428,25.127959,121.467700,中央北路四段529號對面,Beitou Dist.,"Ln. 540, Sec. 4, Zhongyang N. Rd.","No.529, Sec. 4, Zhongyang N. Rd.",11,1
0284,華聲公園,44,21,士林區,20200927193434,25.096166,121.522096,華聲街17號南側路側(全聯),Shilin Dist.,Huasheng Park,"No.17, Huasheng St.",22,1
0285,螢橋國小,40,22,中正區,20200927193440,25.025966,121.513770,泉州街32號對面人行道(螢橋國小),Zhongzheng Dist.,Ying-Qiao Elementary school,"No.32, Quanzhou St.(oppsite)",18,1
0286,德明財經科技大學,44,5,內湖區,20200927193432,25.086372,121.565713,環山路一段56號對面(德明財經科技大學),Neihu Dist.,Takming University of Science and Technology,"No.56, Sec. 1, Huanshan Rd.",29,1
0287,第二果菜批發市場,40,21,中山區,20200927193440,25.066424,121.537354,民族東路410巷1號 對面 遷到 民族東路410巷2弄20號 東側,Zhongshan Dist.,Taipei Second Fruits and Vegetables Wholesale Market,"The E. side of  No. 20, Aly. 2, Ln. 410, Minzu E. Rd.",18,1
0288,濟南紹興路口,62,14,中正區,20200927193429,25.041928,121.524591,濟南路一段/紹興南街口東南側(鄰近蝴蝶宮昆蟲博物館/國立台北商業技術學院),Zhongzheng Dist.,Jinan & Shaosing Intersection,"Sec. 1, Jinan Rd / Shaoxing S. St. ( Southeast )",47,1
0289,牯嶺公園,44,22,中正區,20200927193429,25.023377,121.518835,廈門街113巷/牯嶺街口西側,Zhongzheng Dist.,Guling Park,Xiamen St. / Guling St. ( East ),21,1
0290,新生公園,26,8,中山區,20200927193437,25.068387,121.530188,民族東路/吉林路口(西北側)(鄰近花博公園新生園區),Zhongshan Dist.,Xinsheng Park,Minzu E. Rd. / Jilin Rd. ( Northwest ),15,1
0291,捷運松山站(3號出口),50,3,松山區,20200927193437,25.049616,121.577459,松山路/市民大道六段(西北側捷運3號出口)(鄰近饒河街夜市/彩虹橋),Songshan Dist.,MRT Songshan Sta.(Exit.3),"Songshan Rd. / Sec. 6, Civic Blvd. ( Northwest ) MRT Ex.3",47,1
0292,合心廣場,40,14,南港區,20200927193430,25.046361,121.582848,玉成街80號(對面),Nangang Dist.,Hesin Square,"No.80, Yucheng St.(oppsite)",26,1
0293,自來水園區,40,9,中正區,20200927193429,25.013284,121.530037,中正區思源街16號對面人行道(鄰近自來水博物館/自來水園區),Zhongzheng Dist.,Taipei Water Park,"No.16, Siyuan St.(oppsite)",31,1
0294,朱崙商場,36,7,中山區,20200927193458,25.047617,121.540431,龍江路15號前方人行道(鄰近遼寧夜市),Zhongshan Dist.,Zhulun Market,"No.15, Longjiang Rd.",29,1
0295,敦親公園,26,12,大安區,20200927193419,25.023473,121.541083,和平東路二段96巷8之1號(前方)(鄰近資訊科學展示中心),Daan Dist.,Dunqing Park,"No.8-1, Ln. 96, Sec. 2, Heping E. Rd.",13,1
0296,萬和二號公園,32,22,文山區,20200927193432,25.001545,121.536446,萬隆街255號(對面),Wenshan Dist.,Wanhe Park No. 2,"No.255, Wanlong St.(oppsite)",10,1
0297,長沙公園,26,10,萬華區,20200927193429,25.041702,121.499922,環河南路一段280號之1(東側)(鄰近艋舺青山宮),Wanhua Dist.,Changsha Park,"No.280-1, Sec. 1, Huanhe S. Rd.",16,1
0298,太原五原路口,32,19,大同區,20200927193423,25.056458,121.516976,太原路 / 五原路口(東南側)(鄰近寧夏夜市),Datong Dist.,Taiyuan & Wuyuan Intersection,Taiyuan Rd. / Wuyuan Rd. Intersection,13,1
0299,萬華國中,32,10,萬華區,20200927193423,25.029264,121.499358,西藏路 / 莒光路299巷口(東南側),Wanhua Dist.,Wanhua Junior High School ,"Xizang Rd. / Ln. 299, Juguang Rd. Intersection",22,1
0300,信義基隆路口,28,11,信義區,20200927193421,25.033209,121.558731,信義路四段401號(前方)(鄰近台北國際會議中心),Xinyi Dist.,Xinyi & Keelung Intersection,"No.401, Sec. 4, Xinyi Rd.",17,1
0301,林森長春路口,28,11,中山區,20200927193441,25.055062,121.525383,林森北路/長春路口西北角人行道(林森長春路口)(鄰近林森公園/康樂公園),Zhongshan Dist.,Linsen & Changchun Intersection,Linsen N. Rd. / Changchun Rd. Intersetion,16,1
0302,敦北公園,40,6,松山區,20200927193427,25.060746,121.550711,敦化北路 / 富錦街口(東北側),Songshan Dist.,Dunbei Park,Dunhua N. Rd. / Fujin St. Intersection,34,1
0303,安泰街83巷,34,9,內湖區,20200927193431,25.076691,121.617085,安泰街83巷3號對面,Neihu Dist.,"Ln. 83, Antai St.","No.3, Ln. 83, Antai St. ( oppsite )",25,1
0304,金華公園,32,5,大安區,20200927193442,25.029902,121.531235,金華街251號對面(金華公園)(鄰近永康街),Daan Dist.,Jinhua Park,"No.251, Jinhua St.",27,1
0305,碧山公園,46,23,內湖區,20200927193432,25.087413,121.592253,內湖路三段60巷8弄1號(東南側),Neihu Dist.,Bishan Park,"No.1, Aly. 8, Ln. 60, Sec. 3, Neihu Rd.",22,1
0306,捷運古亭站(6號出口),52,31,大安區,20200927193437,25.027781,121.521980,羅斯福路二段 / 羅斯福路二段15巷口(西側),Daan Dist.,MRT Guting Sta.(Exit.6),"Sec. 2, Roosevelt Rd. / Ln. 15, Sec. 2, Roosevelt Rd.",19,1
0307,仁愛安和路口,30,7,大安區,20200927193435,25.037570,121.552076,仁愛路四段 / 仁愛路四段222巷(東南側),Daan Dist.,Renai & Anhe Intersection,"Sec. 4, Ren’ai Rd. / Ln. 222, Sec. 4, Ren’ai Rd.",23,1
0308,西松高中,30,19,松山區,20200927193439,25.055672,121.567127,健康路325巷 / 健康路325巷12弄口(東北側),Songshan Dist.,Xisong High School,"Ln. 325, Jiankang Rd. / Aly. 12, Ln. 325, Jiankang Rd. ",11,1
0309,三軍總醫院(松山分院),38,8,松山區,20200927193434,25.054470,121.556098,光復北路 / 光復北路190巷口(東南側),Songshan Dist.,Tri-Service General (Songshan Branch),"Guangfu N. Rd. / Ln. 190, Guangfu N. Rd.",30,1
0310,國立臺北大學(臺北校區),32,10,中山區,20200927193427,25.057923,121.542732,民生東路三段 / 復興北路280巷10弄口(西北側),Zhongshan Dist.,National Taipei University(Taipei Campus),"Sec. 3, Minsheng E. Rd. / Aly. 10, Ln. 280, Fuxing N. Rd.",22,1
0311,捷運忠孝新生站(2號出口),30,9,中正區,20200927193420,25.042392,121.532229,忠孝東路二段123號對面(捷運忠孝新生站2號出口)(鄰近光華數位新天地(光華商場)),Zhongzheng Dist.,MRT Zhongxiao Xinsheng Sta.(Exit.2),"No.123, Sec. 2, Zhongxiao E. Rd.(oppsite)",16,1
0312,捷運信義安和站(1號出口),34,13,大安區,20200927193437,25.033323,121.552787,信義路四段 / 安和路一段口(東北側),Daan Dist.,MRT Xinyi Anhe Sta.(Exit.1),"Sec. 4, Xinyi Rd. / Sec. 1, Anhe Rd.",21,1
0313,光華商場,64,33,中正區,20200927193423,25.045150,121.532738,市民大道三段/新生北路一段路口西南側人行道(光華商場)(鄰近光華數位新天地(光華商場)/三創生活園區),Zhongzheng Dist.,Guang Hua Computer Market,"Sec. 3, Civic Blvd. / Sec. 1, Xinsheng N. Rd. intersection",23,1
0314,敦化長春路口,34,6,松山區,20200927193419,25.053614,121.548720,敦化北路 / 敦化北路120巷口(西南側)(鄰近臺北小巨蛋),Songshan Dist.,Dunhua & Changchun Intersection,"Dunhua N. Rd. / Ln. 120, Dunhua N. Rd.",28,1
